63963137	21
74623659	5
94896133	28
36700161	1
100139016	3
73271090	2
34165465	2
93847564	27
102760461	16
51380238	4
85983249	4
45613059	2
44040212	10
95857326	2
93847578	1
41943067	5
86817771	1
71303198	1
100139039	2
125829152	1
50506416	3
85458981	2
52428838	9
42467370	2
75497515	2
80740398	10
102760495	2
52953137	2
80216114	14
38329455	2
95420472	30
99964255	3
64074233	1
47185985	2
88604739	2
100051638	1
111673414	4
100139079	25
38669652	3
108789772	1
56511811	4
98041933	1
96469072	1
103284750	1
36349582	52
43515991	1
63438936	10
74448985	3
113246298	1
41418844	1
84934749	2
124256354	2
73487718	2
60293222	1
47710311	2
35858902	6
45613161	1
123732074	77
80740459	3
40370285	3
101187695	2
81944209	3
123819368	1
55050354	15
120062067	1
43278587	51
38934760	11
100401172	4
91226234	7
52166677	3
109576320	3
33030273	1
124256386	33
47797611	1
64225302	10
96119489	8
71827594	14
84514022	3
103284877	3
65011854	2
57234797	2
118489232	1
52166680	10
33554578	4
43941995	1
63438996	18
93847701	1
38797463	3
52428953	5
87031963	10
87556252	1
61866010	1
77810673	8
87556260	1
85983398	108
32506028	3
97517741	1
119013551	63
109576368	30
81789105	28
71827634	1
90002803	1
72351925	5
110624952	2
94372025	7
104857787	3
101712060	1
94372032	11
39845920	1
73271573	3
50856133	1
110100678	3
58198856	1
118489290	13
62914763	7
71827660	1
121110738	11
55050452	1
55050453	5
73487737	1
76021979	2
100663516	9
41943261	3
72351966	2
32505893	9
94534896	3
104857826	1
78643427	2
100663524	2
117440742	19
59594108	3
93847786	2
80740587	2
110100716	1
90177774	27
80740592	3
44018521	5
49930120	2
48234739	2
62390516	6
103284981	1
56929592	5
89653498	2
109576443	2
121110780	5
38797565	1
87556351	1
88604928	29
91750657	262
42991874	8
82006989	1
87293996	14
121635082	45
40894731	1
76546318	5
36176145	1
109052178	1
39321875	1
40894741	1
115867926	2
54962905	12
91226392	2
82837785	1
97517853	4
91750686	1
40894751	2
39321888	2
82837794	1
61866275	6
35127590	10
124780839	3
72264412	1
49807659	5
100139310	12
126878000	8
114819377	5
119013683	16
39846196	18
34603318	4
33809102	5
32506171	3
48234814	11
89129280	1
76196576	2
100139330	1
63264139	11
41812115	3
63439176	36
61079607	1
79167820	1
47186254	1
50331983	1
119538002	4
65012051	3
45613396	1
88429966	2
61866326	13
43516247	2
36700506	3
37749083	3
38273372	2
82313565	3
64210834	5
95857381	1
75584912	6
74186811	3
94372196	5
124780902	8
36001169	1
61342057	5
43516266	31
42642151	1
93847916	135
49807726	4
115605565	2
111190531	3
97517937	6
61342067	1
119799870	1
78119287	22
113857940	5
68157818	42
72352124	14
95945085	11
104682901	6
39846275	1
89129350	8
73924673	1
97517961	1
112722314	1
87032204	2
58895085	6
45089168	2
51205528	2
111300126	1
117965204	9
121635221	87
40370586	2
122683804	8
40370590	3
98566559	1
74099440	48
80740770	2
50332067	3
70779300	1
74973606	4
75148017	5
101712297	2
65536426	3
92274759	1
58196398	2
121635247	3
113246642	6
35422461	20
36700597	2
121635259	3
108528062	1
64487871	1
55574977	1
124028388	3
34079172	1
78031606	2
121635273	2
56623564	3
104858061	2
112459853	2
86944504	2
120062418	2
45089236	1
108528085	4
72352215	2
80216536	2
49807834	10
36700635	1
42992092	41
94721445	20
100663776	2
93848033	1
99615203	1
100663781	1
100663782	1
114557009	12
77595112	4
43428604	1
58945085	2
86508014	1
70779375	2
41043685	1
61533049	16
62482489	12
46137848	12
75497977	9
38273530	1
88605180	2
124256765	1
88080896	1
74623744	40
126353922	5
94372356	3
36176391	3
53863415	27
117965322	1
38797835	9
35127820	6
122311334	3
39322128	22
57147921	7
94546691	1
90178068	1
72439214	8
79167577	1
33030680	30
104508164	2
45613594	19
96469531	1
78643740	1
67895386	2
62915102	12
110676535	14
64734583	8
60205830	2
103002697	1
39846440	9
70255145	10
84935210	11
124781099	1
47710764	1
103285293	2
88080943	8
90178098	1
126553649	1
117615369	2
91026454	2
34603580	1
66043940	2
73925184	44
83624032	1
64488002	24
126353987	2
58196549	6
51516366	5
40370759	1
79168072	3
124343735	5
100663884	5
89653837	17
108090808	47
41419348	12
100750777	1
70067900	6
49912674	1
97870023	3
96731237	1
77595232	10
63613712	5
53962949	3
116217275	1
55575143	6
68682345	2
111673962	1
80216683	20
39846508	2
125305454	7
115868271	1
43516528	1
51483902	3
94500614	2
64662291	2
78119541	3
40370806	1
44565111	4
88081016	1
120687736	1
87032442	2
88081019	3
93323900	2
67633789	3
43516542	8
34515733	2
102236800	1
101712514	4
45613701	2
72876678	73
42685030	1
37749390	6
101449837	1
121635473	15
64488082	5
40895126	8
111674008	45
106431130	5
39322267	1
103983898	67
64071180	2
85459615	30
65012385	1
36700835	1
39846566	2
44565159	1
100663977	61
92799659	10
125305516	1
78403737	2
97518256	32
100139697	1
101711987	5
34079413	74
115895202	3
37749432	2
68682425	2
117003722	6
90702526	1
115518240	2
93848259	1
100664004	1
88342646	3
36700871	21
52429512	22
80303564	3
97957317	7
32768119	12
42468046	1
66061008	6
34881270	7
32506579	3
82313940	1
55575254	16
64487545	2
68158168	15
60293849	1
117441242	2
114819805	1
99091166	43
115518245	2
119538400	3
72963536	1
67633890	1
101188324	2
48235237	1
48235238	2
121198033	35
48235240	4
121111273	10
34603758	20
39846639	3
87032561	2
75296729	48
109725417	24
94896887	2
35128059	29
54526716	2
125829887	1
91226881	1
68158210	1
75498243	1
33555204	1
111149830	3
54002440	5
96469769	2
105906954	1
41419531	2
50856716	4
113771278	2
32506641	4
36700947	2
109576981	7
73401110	6
68682519	2
126354202	7
125829918	3
51381023	34
39036296	17
95945507	1
82838308	1
71828262	5
60293928	5
49808169	4
87032619	1
100139820	40
52077483	13
113247022	1
80741167	2
43516720	2
79954056	2
80216882	27
63875891	2
110073229	3
56099641	3
58222728	1
84935483	4
48759612	8
89654077	4
108309963	66
95421247	2
35389579	10
90415090	2
110625606	1
87988757	24
58721103	2
92799824	42
66061137	2
94372690	16
120062807	40
96469848	6
99039723	12
36176740	1
62915430	1
78119783	1
70779756	5
72352621	3
124781422	2
116917106	1
115081363	2
40895348	27
126606034	1
88604820	8
67634043	16
94896277	1
98567041	1
115868547	1
36176774	8
115344265	11
50856843	12
72352652	1
74974093	5
69731214	1
67109775	1
108867892	5
86508433	1
35652498	13
88081299	2
86508437	1
61342616	2
86508441	3
101712794	1
51729903	16
79168412	8
86508445	1
78119838	27
35652511	5
114295712	29
109401584	13
62915490	27
39846819	1
54526884	1
91227046	1
88605607	18
126353564	2
59769771	1
121473360	2
112198577	3
36701106	1
43079155	4
85984180	1
76022709	3
101188534	6
123732919	2
63964088	15
36871499	38
84411323	2
98042812	24
104858557	6
71828414	1
86508480	8
79692737	5
94897090	6
77595588	7
113683276	3
55575498	1
126878668	1
103022754	3
110625743	7
38274001	1
80741331	7
120062933	3
41944023	6
127140004	2
51905498	3
55749455	42
72328863	18
92799965	11
87032799	2
95967105	2
100576080	1
99552321	2
98129403	30
110625766	1
100140007	15
55575534	4
70779887	1
93324274	1
64488435	9
100704547	1
98304169	1
85984248	2
111150073	2
93848570	3
63964157	1
105382910	12
50332671	1
59245568	4
91751425	2
88081410	4
68682755	4
49808390	1
64488456	7
109052937	1
93324299	1
93324302	2
93061293	10
32506896	5
38185816	4
97342979	1
82838548	33
119538709	1
70779926	7
58108761	19
56624152	1
53613802	1
58197018	2
93061295	3
34428421	72
109577248	1
62258611	1
36176934	1
98304177	1
33555496	2
56011612	1
68682795	3
76021938	5
94897200	1
99084448	3
118490163	6
63439924	3
60818487	2
103508999	1
95967108	4
51905597	30
84935742	7
121635903	2
79692864	1
102237249	2
84935748	5
59245637	2
37225543	2
73925705	2
120587339	1
85911254	1
109577298	7
51817315	9
96994389	11
55225188	12
73401434	2
75942690	2
123733089	3
95595366	1
102237287	1
72352873	2
126354538	2
39322731	3
49284204	2
42030610	1
85911255	1
44395938	3
39847024	29
92800113	1
39847027	5
39847028	3
39847029	2
39847030	1
39847031	1
123481046	1
79692921	3
74974330	6
47711355	27
72877180	1
85984384	2
124781697	2
68682883	2
51905669	2
35128454	1
59506881	4
70255752	4
74974345	1
89130122	2
61342860	2
73138370	4
112198799	44
118227139	3
83362964	1
55051413	1
59245718	3
69207191	1
62915739	4
58721437	18
37224645	1
123733152	12
93236080	1
121111715	15
72876230	6
47646293	10
35128489	102
61132215	1
49336577	2
49284269	2
110625966	23
100140207	1
71828657	34
101990150	1
78730782	8
48759990	3
116917431	9
91119135	2
40371385	2
61342906	6
79168703	8
124415960	37
56100035	3
98043076	3
59770054	13
51381447	141
33030348	4
126354634	1
74837332	1
34604236	19
73401549	10
53478607	3
86508752	3
59245777	20
114296018	1
79693011	14
116393174	1
126878935	1
41419992	1
48777920	1
109577437	26
123208927	2
123376301	1
87557348	1
91227365	6
43517158	1
85721297	2
59419516	6
110101738	21
43505580	4
96994541	5
95333245	1
67110130	29
41420020	3
70953854	1
68682998	2
61691433	2
113247480	1
56100092	3
34079997	2
123733246	1
88081664	6
61778816	1
68245035	11
77595910	11
116917514	5
48760076	2
101362562	2
38949022	2
86508815	2
96769523	1
85984530	1
79693077	1
118697537	4
78247163	3
61867288	23
85984537	1
49808666	4
