108217638,22.0
108218105,4.8
108219158,12.600000000000001
108598800,12.6
109151260,4.2
109160317,1.2
109161668,1.0
109183984,7.8
110596676,4.8
110600249,45.8
100135494,6.4
100140803,10.399999999999999
100145290,71.2
100145646,1.6
100150016,4.0
100153815,403.6
100157223,3.5999999999999996
100159034,9.0
100169897,7.8
100169982,18.599999999999998
100170728,20.4
100173534,16.2
100174722,11.0
100177009,3.4
100178301,3.6
100182624,1420.8
100185262,13.200000000000001
100186667,7.0
100189023,13.200000000000001
100190641,66.4
100192281,50.2
100193823,9.6
100197316,1.7999999999999998
100199097,90.6
100205452,16.0
100207494,10.2
100207874,33.6
100209024,21.2
100211283,11.200000000000001
100222769,9.8
100225268,71.2
100226807,9.4
100227444,24.0
100228356,2.4
100230154,14.399999999999999
100230546,9.0
100234795,8.4
100238713,4.6
100241657,44.4
100253778,3.5999999999999996
100256846,76.80000000000001
100261783,1.7999999999999998
100264345,1.0
100268649,7.8
100269883,20.6
100282442,8.6
100288364,10.0
100291409,9.200000000000001
100293431,1.7999999999999998
100294536,4.2
100298685,19.0
100299302,0.0
100307081,3.5999999999999996
100307636,342.20000000000005
100311284,90.4
100322045,22.599999999999998
100331341,2.2
100336849,0.0
100346631,7.2
100352372,72.0
100357931,46.8
100360034,11.0
100363401,19.200000000000003
100369237,16.0
100370008,79.6
100370582,24.0
100373987,7.6
100374058,169.79999999999998
100376315,3.5999999999999996
100376316,2.4
100376319,2.4
100962552,1.0
100964023,0.6
100966973,7.800000000000001
100967569,8.4
100967758,6.0
100968581,8.6
100969927,69.8
100971236,6.0
100972098,3.0
100974646,69.2
100976844,0.0
100978220,36.2
100979342,5.199999999999999
100980839,6.0
100981572,2.4
100982479,4.2
114926891,2.6
114931751,4.3999999999999995
114936333,28.799999999999997
114937141,19.8
114939243,14.6
114945132,6.8
114953060,9.8
114957048,5.8
114960647,18.6
114967592,60.599999999999994
114969670,26.6
114971536,23.4
114975615,1.0
114977933,9.2
114981321,3.8000000000000003
114982134,4.2
114982557,3.8000000000000003
115005300,0.4
115009833,19.4
115014818,10.600000000000001
115019642,3.6
115023004,40.6
115033755,123.0
115036069,7.999999999999999
115046854,12.2
115065190,2.8
115070391,96.6
115071440,0.0
115072215,0.6
115090820,63.0
115092496,6.0
115099620,82.2
115130328,0.0
115135861,11.4
115140295,2.8
115205998,9.6
115209801,56.2
115212277,20.8
115213852,5.6
115230161,39.8
115285957,67.6
115296649,4.2
115304978,4.2
115306304,10.2
115318412,1.2
115330327,17.4
115355604,156.2
115400904,13.2
115406596,14.399999999999999
115424769,0.0
115435470,9.6
115443500,13.2
115496282,60.6
115496395,117.0
115540128,75.60000000000001
115545205,14.6
115564433,2.4
115573047,21.6
115599719,27.4
115615642,4.4
115625709,6.800000000000001
115627806,34.0
115629030,0.4
115715668,14.8
115718624,262.6
115724594,76.0
115798880,9.6
115851241,5.2
115855818,15.0
115856556,1.7999999999999998
115859788,12.4
115865014,1.7999999999999998
115867368,64.6
99327067,4.8
99329866,37.599999999999994
99332600,42.4
99333108,2.8
99334904,6.8
105034347,3.4
126356807,462.2
98663885,8.2
98715004,81.4
98857051,3.2
99528945,1.2
99529551,1.7999999999999998
99540739,52.0
99543361,4.6
99545212,9.6
99552671,1.2
99553101,807.2
99556600,3.0
99559262,148.8
99559528,45.6
99559999,81.4
99564382,29.200000000000003
99564450,2.4
99571711,52.2
99573433,13.8
99575781,48.8
99578235,24.4
99581169,2.4
99596339,6.6
99596594,4.8
99596770,4.8
99602902,4.8
99603621,12.600000000000001
99608487,20.2
99610851,2.4
99617465,2.0
99618346,2.8
99620347,1.2
99621477,0.0
99624545,2.1999999999999997
99632324,16.8
99633315,2.1999999999999997
99635448,15.4
99636352,5311.4
99637210,40.199999999999996
99638168,1.7999999999999998
99639873,21.200000000000003
99640763,6.800000000000001
99652369,12.399999999999999
99656416,13.8
99657225,4.2
99657756,18.599999999999998
99658210,117.0
99660963,3.4
99664298,1.7999999999999998
99669875,16.6
99670935,16.400000000000002
99676483,44.0
99677773,1.2
99679313,36.0
106944306,45.4
106952880,259.0
106984249,40.6
106990657,17.200000000000003
107041118,15.600000000000001
107054053,18.6
107059527,18.0
107086796,9.399999999999999
113470357,1751.4
113471545,27.2
113480464,209.8
113488665,1.0
113490191,1.8000000000000003
113492387,8.4
113495019,6.6
113497541,10.799999999999999
113497705,251.4
113500015,1.7999999999999998
113535714,0.8
113540287,37.400000000000006
113545542,7.8
113551727,9.600000000000001
113565021,1.2
113568304,1.6
113571369,132.8
113571410,1.2
113584812,24.0
113591259,1.2
113595129,4.800000000000001
113596696,3.0
99308930,1413.4
99310570,43.2
99313542,2.4
99313562,26.2
99314273,13.8
99315854,5.0
99316813,2.4000000000000004
99322246,4.4
99322520,4.2
99331848,10.4
99510562,4.8
99510567,1.2
99511700,1.2
99519924,15.4
99521493,1.2
100004924,59.400000000000006
100006064,14.399999999999999
100013879,15.8
100018444,0.0
100021120,105.0
100027712,47.8
100031686,10.0
100039774,0.6
100039937,18.200000000000003
100041003,15.200000000000001
100041331,1.2
100044789,3.2
100046938,1.6
100048504,6.4
100051822,3.0
